# Time-averaged data for fix printp
# TimeStep v_pxy v_pxz v_pyz v_pxx v_pyy v_pzz
1740 4744.24 -591.083 -2728.69 53936 46964.8 50753.6
1742 5023 -104.226 -1903.11 54238.3 46804.2 50554.8
1744 5071.98 308.128 -860.651 54719.7 47037.2 50741.9
1746 4887.84 702.279 147.022 55179.6 47538.1 51102.9
1748 4454.08 911.964 937.805 55423.3 47860.9 51261.7
1750 3777.11 861.611 1685.62 55470.5 47819.8 51209.2
1752 2979.09 527.228 2454.39 55453 47495.6 51176.5
1754 2112.18 -52.4814 3253 55424.3 47233.7 51218.1
1756 1379.79 -802.499 3968.88 55362.1 47138.8 51337.1
1758 864.985 -1564.46 4375.3 55276.6 47435.3 51778.9
1760 500.977 -2300.32 4360.14 54597 47686.2 52390
1762 242.425 -3005.28 4292.17 53101.2 47842 52654.8
1764 286.163 -3819.94 4334.95 51077.4 48128.9 52600.3
1766 594.703 -4464.98 4127.7 49438.3 48813.9 52705.4
1768 975 -4919.93 3685.72 48390.1 49662.5 52921.5
1770 1302.32 -5091.59 3118.08 47743.8 50296.8 52832.5
1772 1689.28 -4885.94 2346.06 47085.8 50534.3 52661.5
1774 1971.58 -4333.75 1385.3 46578.8 51032.3 52554.1
1776 1996.69 -3485.64 467.418 46632.7 51897.1 52479.3
1778 1732.07 -2503.58 -547.225 46985.8 52313.5 52223.7
1780 1339.19 -1729.64 -1456.36 46959.2 51749 51460.2
1782 733.926 -1170.42 -1915.35 46793.2 50612.4 50277.3
1784 -171.785 -713.873 -2114.5 46988.2 49430.1 49028.7
1786 -1149.11 -413.708 -2064.47 47930.1 48567.4 48494.1
1788 -2019.77 -172.383 -2037.75 49463.8 47722.2 48805.7
1790 -2821.64 -2.23878 -2022.44 51609.9 47068.9 49812.4
1792 -3434.9 -97.9132 -1936.71 53511.8 46765.2 50734.7
1794 -3685.65 -577.958 -1795.07 54373.3 46264.2 51706.7
1796 -3562.44 -1316.29 -1674.18 54926.5 45600.7 52872.8
1798 -3049.48 -2073.72 -1494.98 55469.4 45533.8 54395.7
1800 -2292.11 -2727.18 -1433.67 55448.7 45973.1 55699.2
1802 -1239.49 -3084.3 -1575.87 54599.3 46200.5 56241.6
1804 -147.287 -3463.27 -1646.4 53228.3 46161.3 56119.2
1806 890.964 -3970.3 -1511.4 51513.5 46067.4 55664.2
1808 2072.67 -4441.54 -1268.76 49860.2 46445.1 54881.4
1810 3338.75 -4757.56 -1062.76 48486.8 47323.6 53921.7
1812 4566.5 -4724.23 -937.923 47557.8 48349.6 53143.5
1814 5635.16 -4397.01 -913.148 47121.7 49396 52552
1816 6390.48 -3865.45 -1038.23 47038 50112.2 51931.3
1818 6737.63 -3183.71 -1240.05 47020.9 50177.4 50938.3
1820 6652.52 -2340.21 -1462.6 46792.4 49467.6 49737.4
1822 6274.3 -1399.48 -1712.23 46655.6 48410.9 48629.9
1824 5494.3 -577.008 -2035.97 46929.9 47221.6 47878.4
1826 4311.42 -73.8852 -2447.64 47853 46329 47580.7
1828 2938.04 41.0484 -2879.85 49296 45924.1 48024
1830 1535.9 -21.9834 -3222.02 51132.4 46094.4 49185.7
1832 259.932 -460.291 -3505.07 53256.2 46763 50887.9
1834 -712.809 -1183.77 -3614.2 55293.9 47641.3 52738.4
1836 -1479.57 -2027.28 -3384.77 57042.2 48618.6 54389.8
1838 -2027.74 -2899.52 -3104.95 58704.8 49681.2 55974.5
1840 -2440.43 -3609.15 -2898.95 60366 51185 57464.5
1842 -2594.15 -4140.52 -2652.51 61680.6 52870.8 58322.7
1844 -2437.37 -4528.51 -2218.88 62102.1 54112.8 58514
1846 -1990.22 -4796.09 -1655.18 61289.9 54825.2 58219
1848 -1540.49 -5030.42 -1162.73 59740.6 55164.5 57400
1850 -1106.47 -5036.25 -989.721 58118.9 55351.1 56132.1
1852 -547.446 -4643.54 -1250.38 56533.6 55290.3 54690.3
1854 80.8374 -3964.53 -1534.81 55142.1 55120.9 53316.2
1856 645.367 -3164.2 -1843.69 53717.9 54895.3 51914.2
1858 1113.15 -2266.18 -2080.84 52528.3 54843.6 50524.6
1860 1459.97 -1296.78 -2239.27 51607.2 54549.8 49292.3
1862 1687.2 -415.833 -2494.62 50698.8 53885.3 48372.5
1864 1824.74 325.706 -2839.58 49765.5 53001.8 47872
1866 1796.84 866.372 -3090.78 49178.7 52253.2 47845.6
1868 1523.11 1176.2 -3251.72 48871.1 51649.5 48215.3
1870 1128.63 1241.97 -3365.91 48812.6 50780.6 48667.7
1872 595.066 1032 -3372.04 49183.7 49615 49205.6
1874 -89.7375 567.859 -3276.96 50005.6 48487.7 50014.4
1876 -797.852 -22.103 -3039.65 51192.1 47802.9 50771.4
1878 -1446.61 -680.275 -2730.97 52622.8 47270.1 51474.3
1880 -1926.42 -1394.27 -2390.94 54160.3 46871.6 52082.5
1882 -2220.58 -2040.16 -1869.08 55719.6 46674.7 52726.2
1884 -2185.18 -2483.65 -1156.88 56848.7 46792.9 53103.9
1886 -1832.58 -2731.22 -367.375 57714.3 47444 53417.1
1888 -1250.23 -2735.74 376.442 58160.1 48097.5 53694.1
1890 -461.451 -2472.05 953.224 58032.4 48700 54014.6
1892 515.801 -2108.71 1314.08 57256.6 49206.4 54088.8
1894 1568.1 -1526.48 1506.4 55815.5 49424.7 53365
1896 2527.89 -885.244 1483.44 53828.3 49804.4 52057.5
1898 3312.57 -447.95 1293.74 51775.8 50405.6 50492.2
1900 3731.05 -56.3987 963.393 50213.9 51099.2 49173
1902 3749.88 242.521 492.737 49236.7 51974.7 48290.3
1904 3384.53 417.424 -66.7466 48608.7 52991.9 47860.7
1906 2801.09 428.81 -545.328 48070.7 53969.6 47946.5
1908 2017.6 141.028 -672.833 47680.8 54432.8 47823.4
1910 1015.37 -395.658 -535.299 47656.5 54163.7 47381.5
1912 -84.8671 -989.363 -353.536 47994.9 53543.8 47171.1
1914 -926.222 -1570.23 -176.758 48582.8 52809.3 47577.6
1916 -1506.49 -2158.27 222.688 49388.9 52362.1 48365.3
1918 -2056.76 -2879.61 896.375 50614.1 52416.4 49680.2
1920 -2419.79 -3575.99 1453.44 51850 52378.6 50978.9
1922 -2453.97 -3953.06 1775.45 52876.7 52151.5 51686.1
1924 -2119.89 -3983.23 1847.98 53852 52024.8 51944.4
1926 -1532.86 -3851.35 1891.12 54692.8 51925.6 52294.2
1928 -830.748 -3794.37 1751.07 55080.5 51449.9 52541.4
1930 80.4105 -3714.82 1540.26 55075.1 50869.1 52450.6
1932 1128.01 -3459.52 1316.48 54827.3 50445.8 52244.1
1934 2103.41 -3018.14 1093.16 54589.6 50307.5 51884.1
1936 3058.24 -2590.2 922.325 54189.3 50340 51683.6
1938 3776.33 -2039.83 726.142 53382.5 50506 51623.9
1940 4137.13 -1568.53 858.547 52039.7 50434.7 51010.9
1942 4149.02 -1384.86 1034.68 50557.8 49974.4 49651.9
1944 3839.26 -1174.46 1038.7 49048.5 49366.4 48342.6
1946 3108.98 -1144.01 1152.54 47991.7 49094.7 47137.6
1948 2122.2 -1473.24 1567.8 47437.6 49288.9 46197.3
1950 886.112 -2127.47 2193.1 47256.5 49886.2 45779.4
1952 -393.151 -3068.45 2785.19 47458.7 50627.3 45985.4
1954 -1646.76 -3772.73 3229.58 47963.2 51329 46601.5
1956 -2832.4 -4440.56 3559.78 48267.6 51864.3 46971
1958 -3741.54 -5238.45 3706.13 48726 52489.2 47146.9
1960 -4196.96 -5594.27 3661.51 49434.6 53136 48023.7
1962 -4211.56 -5467.99 3508.51 50454 53888.8 49859.2
1964 -3783.23 -5088.51 3335.89 51438.2 54236.1 51895.1
1966 -2949.03 -4633.92 3200.88 52071.6 53652.1 53715.8
1968 -1966.46 -4094.18 2977.49 52525.2 52421.8 55350.8
1970 -1011.26 -3454.17 2482.84 52782.8 51273.4 56743.7
1972 -248.471 -2528.9 1831.61 52748 50139 57504.9
1974 473.897 -1414.44 1285 52637.6 49501.9 57884.1
1976 1143.56 -539.262 1093.74 52451.8 49142.4 57977.8
1978 1491.53 -26.123 791.306 51964.4 48680.3 57618.9
1980 1534.51 107.858 345.307 51076 48425.5 56743.5
1982 1643.93 34.4745 -73.3732 49897.4 48626.1 55262.5
1984 1732.64 -18.8165 -299.507 48709.9 48633.2 53453.9
1986 1576.38 64.793 -136.391 47558 48396.9 51412.8
1988 1332.74 33.5135 118.545 46605.9 48468 49488.1
1990 1008.75 -362.102 324.684 45503.3 48435.9 47621.7
1992 706.269 -935.747 498.286 44695.4 48428.5 46108.7
1994 428.068 -1574.63 490.279 44616.6 48945.1 45222.6
1996 259.929 -2206.06 444.989 45198.4 49846.6 45203.1
1998 201.078 -2637.66 627.008 45987.3 50624.1 45699
2000 226.186 -2809.93 905.012 46917.5 51347.9 46683.9
2002 522.708 -2984.05 934.008 48263.4 52127.3 48102
2004 933.806 -3004.59 745.85 50051.5 53065.4 50012.5
2006 1527.51 -2853.22 568.777 52333.6 54135.6 52576.5
2008 2150.91 -2546.67 463.882 54580.9 55087.8 55138.8
2010 2726.56 -2424.75 395.489 56362.9 55786.1 56910.6
2012 3175.81 -2482.26 203.937 57439.3 56084.1 57926.8
2014 3629.28 -2485.97 -15.5287 57901 55883.2 58755.7
2016 4060.45 -2425.57 -253.048 57984.8 54983 58922.6
2018 4236 -2237.47 -366.347 57530 53605.8 57581
2020 4120.49 -2219.91 -487.193 56656 51989.4 55410.9
2022 3702.79 -2278.93 -449.25 55530.6 50252.8 53302.1
2024 3187.74 -2260.83 -248.089 54464.7 48642 51634.3
2026 2591.88 -2288.21 144.792 53408.7 47320.6 50002.5
2028 1995.93 -2542.68 549.976 52351.9 46350.8 47816.2
2030 1358.22 -2948.89 806.559 50950.7 45507.5 45666.6
2032 806.205 -3331.86 1022.26 49424.8 45051.2 44154.1
2034 317.167 -3556.66 1197.25 48151.9 45112.8 43347.2
2036 -38.7264 -3739.39 1353.86 47291.1 45831.5 43181.5
2038 -292.205 -4030.9 1365.43 46897.6 46775.2 43432.2
2040 -392.946 -4234.12 1183.84 46809.9 47736.5 43975.1
2042 -513.693 -4226.37 961.748 46865.4 48502.8 44687.9
2044 -702.099 -4064.54 759.857 47253.5 49202.4 45603.6
2046 -815.085 -4096.25 603.311 48080.2 50170.5 46851.7
2048 -831.857 -4459.36 143.103 49420.5 51421.9 48749.1
2050 -707.756 -5106.08 -585.555 51228.3 52924.1 50873.1
2052 -336.5 -5567.32 -1208.39 53183.7 53968.7 52360.7
2054 180.795 -5412.77 -1867.32 54534.4 54102.3 53106.9
2056 752.962 -4895.56 -2583.77 55038.3 53511.7 53024.2
2058 1348.29 -4360.63 -3081.86 54851.9 51949.8 52394.8
2060 1935.88 -3835.3 -3380.63 54532.3 50275.5 51768.5
2062 2441.18 -3294.69 -3570.03 54349.8 48969.6 51297
2064 2648.26 -2721.64 -3637 54294.1 47948.1 50846.2
2066 2369.47 -2080.1 -3595.09 53951.6 47305 50322.2
2068 1731.18 -1532.95 -3355.95 53275.1 46810.9 49790.7
2070 1102.23 -1190.08 -2907.06 52555.2 46372.9 49026.8
2072 469.776 -1019.05 -2293.35 51777 45974 48371.6
2074 -104.014 -945.439 -1626.46 51275.5 45758.3 47887
2076 -582.651 -1095.44 -1009.33 50981.6 45893.1 47266.8
2078 -936.107 -1418.69 -381.1 50584.9 46262.1 46627.1
2080 -1083.91 -1676.19 136.881 50127 46331.4 46279.1
2082 -1074.54 -1845.24 535.143 50202.1 46485.8 46289.9
2084 -957.292 -1976.4 755.494 50780.2 47224.2 46805
2086 -809.549 -2265.24 855.533 51076.3 48434.8 47452
2088 -646.393 -2634.36 975.236 50918.4 49281.4 48004.7
2090 -517.096 -2843 1058.97 50529.6 49646.4 48554.2
2092 -381.951 -2752.56 908.721 50081 49959.3 49214
2094 -129.761 -2525.73 582.225 49400 50147.8 49807.4
2096 -10.2717 -2301.58 244.053 48838.2 50261.3 50650.3
2098 -91.4188 -2100 -68.3359 48453.9 50197.3 51855.4
2100 -297.237 -1746.89 -288.879 48438.3 50191.6 53225.3
2102 -563.414 -1332.25 -370.573 48760.7 50092.1 53818.8
2104 -751.227 -939.515 -394.629 49492.3 49881.1 53895.1
2106 -845.834 -606.544 -611.124 50154.9 49553.9 53825.4
2108 -885.629 -140.422 -926.106 50317 48641.3 53434.9
2110 -930.028 145.566 -1267.64 50134.4 46972.9 52850.3
2112 -1117.08 166.965 -1615.07 49960.4 45177.3 52294.6
2114 -1440.88 416.437 -1791.5 49740.2 43817.6 51756.7
2116 -1664.31 840.991 -1734.92 49660.1 43012.3 51052
2118 -1817.79 971.222 -1624.2 50037.3 42782.4 50703.3
2120 -1801.79 832.199 -1535.6 50916.1 43427.1 51088.5
2122 -1829.17 555.23 -1456.22 52080.4 44564.2 51905.9
2124 -1978.2 358.238 -1339.61 53388 45938.3 52600.9
2126 -2128.19 345.362 -1256.86 54511.7 47233.3 52995.1
2128 -2190.99 370.349 -1026.88 55032.1 48260.5 52932.1
2130 -2057.97 298.985 -712.554 55033.5 49177.5 52630.3
2132 -1656.12 172.874 -475.122 55131.6 50418.5 52310.3
2134 -1224.14 113.309 -397.77 55214 51762.7 51935.6
2136 -1065.37 198.285 -384.814 54677.9 53153.6 51432.2
2138 -1053.85 395.892 -274.423 53581.6 54351 50761
2140 -924.361 414.056 -164.64 52547.7 55428.9 50111.6
2142 -596.233 229.123 -30.7689 51749 56118.2 49375.5
2144 -276.383 -42.2782 111.383 51032.2 56032 48426.3
2146 -22.0658 -434.103 348.011 50427.9 55126.8 47684.7
2148 194.4 -992.671 724.482 50000.8 53633.5 47181.8
2150 519.01 -1907.5 1107.72 49827.3 51848.1 46717.2
2152 890.693 -2861.73 1534.53 50083.2 49778.4 46306.6
2154 1192.53 -3508.13 2029.33 50829.2 47753.6 46267.3
2156 1400.43 -3848.2 2323.92 51930.5 45695.5 46664.2
2158 1450.35 -3923 2408.49 53175.8 43846.1 47421.8
2160 1334.06 -3843.18 2307.37 54243.5 42377.3 48185.6
2162 1103.48 -3836.95 2245.54 54710.9 41256.9 48564.6
2164 772.127 -3706.35 2379.02 54504.8 40098.7 48486.5
2166 391.987 -3249.84 2623.91 54083.2 39150.6 48480.9
2168 -11.8998 -2584.05 2951.42 54074.8 39024.6 48902.7
2170 -320.265 -1836.42 2862.5 54543.4 39974.4 49703.7
2172 -575.474 -1107.78 2339.68 54593.3 41700.5 50300
2174 -906.063 -589.298 2047.45 53943.4 43682.8 50577.3
2176 -1251.95 -149.106 1804.2 53278.1 46059.3 50933.1
2178 -1409.28 204.111 1494.77 53187.8 49029.3 51683.8
2180 -1460.47 411.125 1283.1 53323.8 52174.8 52396.3
2182 -1327.67 651.696 958.972 53226.5 54938.3 52597.2
2184 -989.452 798.1 433.579 52838.2 56902.2 52052.8
2186 -421.028 730.747 147.588 52267.3 58141.7 51341.2
2188 288.04 471.704 54.974 51808.8 59067.8 50747.9
2190 1021.04 87.8801 10.0142 51962.7 59512.4 50506
2192 1533.47 -410.085 -154.988 53020 59279.5 50654.8
2194 1918.91 -965.177 -182.799 54422.5 58549.8 50802.6
2196 2230.45 -1494.73 -147.224 55026.6 56801 50194
2198 2447.26 -1817.8 -213.769 54394.5 54174.7 48735.2
2200 2604.61 -2104.68 -227.187 53564.8 51353 47330.7
2202 2594.4 -2377.8 46.5893 53530.3 48626.5 46634.3
2204 2404.04 -2528.83 395.622 53795.1 46078.5 46730.2
2206 2086.07 -2356.3 711.106 53592.6 44206.6 47164
2208 1768.96 -2168.85 997.454 53294.3 42881.4 47963.5
2210 1452.59 -2138.6 1246.23 52991.8 42028.1 49039.6
2212 1004.78 -2227.72 1405.35 52542.5 41601.3 50137.8
2214 513.11 -2280.27 1546.27 52113.7 41854 51441.6
2216 183.373 -2103.68 1686.16 51912.8 42949.3 53125.3
2218 -57.8486 -1757.44 1893.61 51929.3 44434.2 55068.5
2220 -211.275 -1521.38 2061.31 52083.8 46062.5 56698.4
2222 -254.604 -1385.53 2025.84 52492.3 47824 57885.1
2224 -219.42 -1091.8 1827.31 53101.1 49605.5 58784.5
2226 -287.377 -705.442 1597.2 53650.1 50950 59236.7
2228 -368.091 -279.867 1466.05 54116 51796.8 58930.2
2230 -535.463 98.4699 1320.16 54020 52014.1 57618.1
2232 -791.086 365.089 1092.87 53550 51669.5 55833.6
2234 -788.911 370.326 763.594 53208.9 51245.9 53683.3
2236 -630.366 86.8405 479.932 53063 50891.8 51882.7
2238 -526.484 -347.048 340.103 52684.9 50457.5 50464
2240 -462.21 -727.385 220.802 52206.9 50183.5 49793.2
2242 -316.705 -1039.65 37.0961 51762.4 50119.3 50030.6
2244 -18.1919 -1561.26 -213.969 51226.2 50391.9 50902.4
2246 395.674 -2089.28 -348.951 50384.4 50758 51835.8
2248 780.83 -2335.12 -273.549 49139.4 50926 52229.9
2250 1046.77 -2291.32 -39.2449 47472.5 50700.3 52364.9
2252 1308.29 -2043.4 36.2962 45888.9 50391.6 52640.3
2254 1617.92 -1699.9 -25.8435 44589.5 50025.8 52847.3
2256 1907.4 -1199.2 0.740041 43979.9 49920.9 53028.9
2258 2290.72 -567.338 131.486 44024.5 49982.7 53336.1
2260 2514.6 -77.9196 339.505 44749.2 50216.2 53748.4
2262 2547.92 127.216 717.499 46347 50610.5 54227.5
2264 2564.57 210.886 1354.24 48729.4 51198.5 54757
2266 2453.48 163.604 2084.87 51091.1 51636.1 54967.8
2268 2120.08 15.9008 2863.28 52984.2 51763.2 54869.6
2270 1643.05 -382.301 3772.03 54618.6 51740.9 54768.4
2272 1170.7 -1223.95 4553.58 56321 51606 54468.9
2274 844.652 -2339.87 5075.53 57613.2 51165.6 53745.5
2276 518.191 -3214.33 5381.56 58331.1 50509.4 52971
2278 164.584 -4027.16 5484.23 58799.4 49943.8 52646.7
2280 -218.96 -4755.34 5351.29 58950.5 49467.3 52705.1
2282 -631.848 -5291.66 5014.83 58656.4 49103.1 52631.6
2284 -946.244 -5608.94 4470.92 57761.2 48741.9 52209.1
2286 -1094.55 -5675.14 3885.33 56029.4 48370.8 51536.9
2288 -1184.07 -5526.14 3282.87 53918.1 48064.7 51028.3
2290 -1199.72 -5087.42 2864.24 51809 48016.4 50878.6
2292 -1078.79 -4360.82 2518.93 50033.5 48227.4 51066.8
2294 -872.751 -3424.06 2320.41 48768.1 48591.4 51605.1
2296 -690.437 -2271.3 2178.67 47858.3 48918.7 52372
2298 -502.449 -1067.74 1922.16 47435.1 49158.6 53426
2300 -182.239 -240.617 1789.9 47191.5 49242.2 54026.5
2302 124.956 157.716 1981.67 46986.5 48997.5 53990.6
2304 171.624 537.588 2244.09 46996.5 48466.7 53900.1
2306 44.4494 920.888 2239.2 47503.3 48135.2 54062.6
2308 -126.084 1241.04 1900.05 48379.9 48114.8 54022.8
2310 -208.406 1140.99 1563.17 49148.2 48128.1 53451.7
2312 -177.732 621.939 1275.84 49831.2 47965.5 52291.5
2314 -330.322 -105.363 858.879 50140.4 47723.7 50660.3
2316 -553.793 -938.576 372.988 50008.7 47656.2 49161.5
2318 -731.782 -1659.96 -151.148 50025 48142.7 48091.6
2320 -1005.05 -2411.19 -755.394 50276 48989.6 47354.1
2322 -1347.45 -3048.92 -1332.82 50439.3 50087.9 46770.2
2324 -1660.26 -3270.9 -1596.36 50633.4 51329.2 46629.1
2326 -1730.14 -3229.08 -1579.07 51240.9 52708 46848.4
2328 -1570.45 -3065.25 -1327.74 51955.2 54251.1 47384.4
2330 -1287.22 -2988.5 -927.532 52090.2 55397.4 47788.1
2332 -959.77 -2796.35 -418.681 51843.5 56305 48254.3
2334 -553.195 -2452.92 126.613 51845.1 57105.4 49051.7
2336 -162.18 -1947.58 600.293 52042.8 57751.1 50213.5
2338 50.8981 -1360.45 987.911 52218.4 58277.4 51380.9
2340 56.3115 -766.153 1324.67 52324.4 58370.5 52370.7
2342 -187.396 -135.135 1493.55 52180 57870 52988.2
2344 -428.535 570.9 1582.63 51902 56880.8 53249.4
2346 -574.657 1253.75 1627.91 51337.9 55533.1 52998
2348 -690.463 1580.36 1654.47 50404.8 54264.1 52267
2350 -771.014 1605.42 1762.5 49234.7 53146.2 51386.7
2352 -756.249 1491.58 1744.64 48232.7 52031.6 50579.7
2354 -669.333 1176.67 1699.02 47649.1 51395.3 50207.4
2356 -639.017 667.551 1777.49 47463.2 51605.5 50212.1
2358 -724.876 8.57384 1906.18 47726.4 52582.9 50473.1
2360 -810.747 -846.372 2067.16 48590.2 54226.3 51114.6
2362 -772.918 -1741.78 2242.68 49905.9 56119.6 51927
2364 -585.573 -2588.38 2439.28 51239.6 57782.6 52575.6
2366 -484.745 -3267.53 2699.37 52434.8 58884.7 52767
2368 -412.553 -3549.76 2824.65 53750.3 59650.7 52770.8
2370 -299.669 -3500.88 2800.23 55218 60073.9 52887.5
2372 -254.023 -3341.08 2527.66 56494.9 59872.5 52891.3
2374 -228.956 -3168.56 1983.94 57274.8 59224.6 52566.2
2376 -277.516 -2912.77 1312.69 58018.4 58713.3 52414.9
2378 -319.523 -2551.84 708.576 58603.6 58471.2 52661.7
2380 -401.227 -2115.51 85.9218 58279.3 58002.8 52805.7
2382 -442.419 -1511.38 -681.163 57426.2 57094.6 52641.7
2384 -467.526 -918.222 -1531.24 56635.5 55986.2 52250.8
2386 -397.038 -425.183 -2237.93 55885.7 55068.9 51917.7
2388 -254.226 -163.048 -2639.91 55122.8 54587.4 51942.3
2390 -121.191 -78.0193 -2504.04 54428.9 54636.2 52420.9
2392 -54.0893 -42.3567 -2121.14 53739.4 54783.4 52993.7
2394 -35.9695 -48.1674 -1470.47 53047.4 54733.3 53063.8
2396 -136.575 -113.844 -855.572 52170.8 54189.9 52774.8
2398 -388.373 -188.432 -134.577 51286.2 53285.7 52143.8
2400 -888.215 -372.472 830.71 50722.6 52581 51716.6
2402 -1471.66 -784.124 1897.06 50758.9 52280.4 51478
2404 -1959.38 -1292.74 2998.19 51402.1 52262.7 51559
2406 -2280.32 -1813.93 4063.89 52466.3 52472.5 51697.7
2408 -2447.66 -2176.08 4862.41 53797.8 52958.3 51940.5
2410 -2588.29 -2597.64 5274.81 55338 53531.3 52427.3
2412 -2814.06 -3098.95 5195.36 56901.4 54014.7 53145.1
2414 -3079.17 -3480.71 4595.01 58271.5 54389.1 54022.1
2416 -3143.22 -3665.83 3668.49 59275.5 54450.4 54687
2418 -2952.44 -3590.34 2399.82 59684.6 54005.1 54916.6
2420 -2662.62 -3322.71 915.748 59394.8 53212.1 54983.5
2422 -2418.61 -3046.48 -489.664 58667.8 52363.5 55192.9
2424 -2105.02 -2832.87 -1802.29 57470.5 51396.9 55074.6
2426 -1592.51 -2543.13 -2822.78 56000.4 50312.4 54464.7
2428 -893.077 -2226.77 -3448.37 54306.4 48882.6 53083.5
2430 -255.8 -1945.13 -3725.44 52565.9 47438.2 51538.4
2432 315.749 -1729.59 -3741.56 50983.1 46201.5 50153.1
2434 600.652 -1644.17 -3469.06 49687.1 45419.2 49209
2436 640.205 -1589.85 -2970.7 49096.4 45262.1 48599.6
2438 335.065 -1575.7 -2400.37 49134.3 45517.3 48362.8
2440 -39.0177 -1720.28 -1608.45 49061.1 45999.1 48484.1
2442 -671.136 -2081.87 -630.654 48567.3 46619 48686.3
2444 -1551.42 -2442.74 567.98 48651.4 47373.1 48990.3
2446 -2100.25 -2815.2 2040.52 49002.7 47854.7 49324.4
2448 -2423.16 -2881.94 3574.42 49402.5 47894.8 49288.3
2450 -2870.66 -2578.42 4494.35 50127.2 47784.1 48674.4
2452 -3231.9 -2326.23 5033.53 50649.3 47933.2 48398.7
2454 -3478.04 -2232.16 5446.48 50871.3 48301.4 48425.8
2456 -3593.76 -2200.19 5662.51 51327.4 48761.9 48575.2
2458 -3698.5 -2138.39 5555.33 51986.9 49425.8 48846
2460 -3708.06 -1844.44 5134.15 52414.3 50107.7 48858.9
2462 -3656.31 -1805.72 4488.45 52606.6 50435.9 48557.7
2464 -3654.68 -2029.19 3680.85 52634.2 50380.2 48173.2
2466 -3518.5 -2206.39 2834.46 52331.7 50018 47722.2
2468 -3161.84 -2019.84 1970.82 51730.7 49282.8 47197.6
2470 -2661.02 -1842.35 1178.13 50896.8 48192.2 46510.8
2472 -2225.42 -2005.04 525.038 49967.8 46699.1 45572
2474 -1819.36 -2290.24 -15.4737 49120.3 45067.7 44946.7
2476 -1471.92 -2533.64 -391.749 48698.2 43587.3 45049
2478 -1012.23 -2372 -542.793 48715.5 42483 45600.6
2480 -390.426 -2096.88 -408.241 48660.6 41641.4 46050.2
2482 274.689 -2152.47 -69.5283 48649.9 41356.8 46612.7
2484 767.19 -2276.96 364.376 48956.4 41736.2 47549.4
2486 1059.41 -2317.96 967.527 49519.5 42526.5 48637.5
2488 1087.03 -2182.6 1729.91 50144.9 43812 49811.8
2490 861.155 -2105.93 2308.46 50933.1 45586.3 50979.2
2492 457.915 -1980.51 2678.4 51718.3 47558.3 52008.2
2494 -0.235437 -1749.13 2880.94 52411.7 49517.9 52710.2
2496 -585.128 -1622.26 3209.91 53028.6 51492.6 53272.8
2498 -1209.3 -1668.83 3456.63 53376.3 53153.9 53281
2500 -1816.68 -2004.31 3409.82 53323 54148.3 52628.8
2502 -2067.35 -2404.09 3379.43 53221.1 54754.7 51943.5
2504 -2032.52 -2725.94 3465.88 53392.6 55088.3 51552
2506 -1829.65 -2950.12 3554.3 53507.1 54911.2 51126.4
2508 -1630.42 -3133.8 3523.3 53334.7 54130.5 50330.1
2510 -1465.65 -3340.18 3382.9 52584.7 52812.9 49214
2512 -1222.88 -3631.86 3115.32 51659 51273.2 48292.1
2514 -975.263 -3943.51 2707.29 50897.9 49692.1 47868.5
2516 -745.048 -4214.33 2180.33 50404.5 48233.9 48127.4
2518 -639.762 -4396.82 1670.73 50440.1 47103.9 49074.2
2520 -505.628 -4462.55 1321.88 50949.4 46500 50619
2522 -366.428 -4448.68 1037.44 51537.9 46164.7 52239.4
2524 -382.371 -4457.39 923.89 51930.6 45861.6 53786
2526 -381.356 -4378.57 1054.44 52350.9 45902.8 55291.8
2528 -152.796 -4063.51 1455.7 52736.7 46295.8 56371.4
2530 148.883 -3604.33 1869.53 52952.5 46856.5 56744.1
2532 534.098 -3115.57 2220.16 53037.3 47741 56672
2534 1027.91 -2614.5 2532.5 53250.8 48994.8 56354.1
2536 1483.25 -2162.1 2651.48 53521.9 50443.9 56029
2538 1816.33 -1789.4 2589.24 53565.8 51903.1 55634.8
2540 1982.04 -1568.24 2422.6 53376.5 53286.6 55109.7
2542 2045.87 -1594.47 2164.85 53055.3 54265 54288.5
2544 2149.2 -2156.92 1996.02 52894 54551.5 53601.7
2546 2188.96 -2619.06 1906.98 52516 54422 52888
2548 1974.42 -2478.78 1972.74 51608.6 54047.4 51612.1
2550 1444.61 -2272.24 1910.83 50555.3 52982.5 49565.7
2552 791.045 -2348.54 1876.25 49929.2 51426.9 47782.5
2554 128.717 -2395.96 1993.54 49641.7 49974.6 47024.9
2556 -432.738 -2330.58 2135.85 49609.5 48677.3 46819.2
2558 -639.263 -2240.02 2095.7 49816.3 47294.7 47143.6
2560 -553.109 -2055.77 2000.95 50111.7 46338 47937.8
2562 -598.046 -1715.07 2298.55 49942.3 45478.7 48655.1
2564 -655.556 -1364.81 2923.24 49741.7 44932.6 49228.9
2566 -543.044 -1179.08 3186.37 49995.3 44951 50183.6
2568 -122.554 -934.967 3009.78 50640.5 45388.3 51581.3
2570 432.957 -491.683 2490.8 51331.9 45920 53014.4
2572 1028.73 0.415721 1742.97 52162.5 46664.5 54298.8
2574 1654.93 363.655 848.114 53124.2 47830.9 55440
2576 2290.95 444.328 11.9672 54216.3 49277 56521.1
2578 2875.08 126.585 -740.992 55507.3 50840.2 57736
2580 3167.15 -461.331 -1402.23 56515.7 52215.7 58576.9
