# Time-averaged data for fix printp
# TimeStep v_pxy v_pxz v_pyz v_pxx v_pyy v_pzz
6080 -6274.77 -708.282 -4865.47 48758.5 44964 48165.9
6082 -6595.75 -1052.98 -4629.08 48044.9 45102.9 47382.7
6084 -6444.03 -1200.89 -4302.98 47502.5 45522.3 46827.9
6086 -5686.01 -1185.54 -3860.34 46873.8 46224.1 46610.3
6088 -4423.53 -908.203 -3283.6 46228 47100 47034.3
6090 -2838.42 -385.408 -2630.08 45780.2 48268.2 48266.2
6092 -1132.73 296.658 -1832.66 45774.6 49420.6 49913.2
6094 598.483 1015.67 -1123.09 46122.2 50246.1 51423.7
6096 2232.64 1769.21 -547.845 46444.7 50555.1 52555.8
6098 3557.94 2464.14 -166.728 46842.5 50679.2 53620.6
6100 4496.8 3007.28 115.446 47250.7 50848.3 54542.1
6102 5058.65 3399.66 324.54 47887.9 51273 55243.2
6104 5212.82 3627.67 389.663 48660.3 51882.1 55627.6
6106 4976.94 3740.96 222.556 49516.6 52410.1 55933.7
6108 4257.22 3638.79 -244.793 50163.4 52629.5 55864.4
6110 3161 3224.99 -864.335 50524.9 52349.1 54884
6112 1857.18 2653.58 -1537.14 50456.4 51645.4 52914.7
6114 405.379 2073.7 -2173.31 50190 50916.3 50512.2
6116 -1167.31 1601.62 -2804.8 50142.2 50339.1 48490.6
6118 -2507.27 1189.15 -3425.65 50325.8 50061 47067.2
6120 -3395.01 851.422 -3812.83 50582.9 49717.9 46189.5
6122 -3830.63 614.562 -3854.49 50901.5 49152.9 45762
6124 -3818.29 624.39 -3637.47 50945.3 48462.8 45537.6
6126 -3287.54 759.232 -3280.86 50547.6 47657.8 45491.5
6128 -2221.8 874.651 -2722.52 49984.6 47075.8 45864.3
6130 -690.913 951.88 -2001.3 49695.1 46866.4 46787.1
6132 1154.57 1138.15 -1272.18 49814 47157.2 48360.6
6134 3109.29 1183.02 -584.554 50030 47944.5 50389
6136 5058.84 1120.82 169.252 50680.4 49210.4 52520.6
6138 6892.01 1025.03 1078.02 51534.4 50479.9 54286.4
6140 8165.93 1245.4 1976.44 51936 51058.4 55183.7
6142 8441.96 1499.46 2614.44 51322.5 51012.3 55162.6
6144 7975.48 1705.82 2972.1 50587.4 50789.6 54803.3
6146 6987.98 1693.88 3169.03 50211.1 50468.5 54326.6
6148 5663.93 1497.59 3106.86 49959.1 49652.9 53480.6
6150 4058.49 1039.34 2799.58 49566.3 48672.3 52254.3
6152 2085.97 691.87 2293.27 49321 48205.7 50925.7
6154 -11.6581 422.795 1646.17 49417.8 48136.3 49852.8
6156 -1997.09 176.557 1078.22 49700.1 48326.7 49199.8
6158 -3614.5 -20.207 610.109 50078.9 48526.7 48878.6
6160 -4776.54 -17.2664 243.463 50456.7 48527.4 48634.1
6162 -5363.18 272.43 -11.3929 50630.8 48494.4 48474.5
6164 -5264.07 837.955 -222.204 50726.5 48809.2 48519.4
6166 -4636.02 1328.21 -383.706 50764.4 49439.5 48874.4
6168 -3584.65 1638.43 -426.466 50855.3 50268.4 49361.9
6170 -2036.41 1879.61 -264.629 51044.5 51034.7 49876
6172 -79.0829 2167.87 9.72272 51179 51800.7 50395.5
6174 2094.74 2432.19 273.023 51145.3 52852.6 50929.7
6176 4221.94 2478.17 647.988 51176.3 54342.3 51664
6178 5793.82 2194.22 1190.09 51188.7 55413.5 52139.2
6180 6769.85 1580.98 1771.06 50938.2 55597.5 51779.3
6182 7196.48 873.943 2103.47 50349.1 55277.9 50825.6
6184 7050.52 109.581 2276.39 49634.7 54905.4 49777
6186 6481.38 -586.212 2466.17 49052.6 54351 48623.3
6188 5565.17 -1222.41 2691.4 48619.7 53691.4 47454.1
6190 4353.88 -1670.98 2898.94 48364.8 53063.5 46240.8
6192 2947.21 -1943.96 3035.6 48368.6 52156.4 45095
6194 1427.81 -2009.58 2967.79 48811.1 50992.4 44202.5
6196 0.295471 -1942.65 2724.87 49381.9 49598.4 43701.4
6198 -1286.2 -1578.21 2328.83 49809.7 48230.7 43451.3
6200 -2373.57 -1150.21 1864.69 50227.3 47265.8 43445.8
6202 -3071.87 -680.564 1374.75 51091.6 46762.6 43834.3
6204 -3292.85 -138.061 782.512 52466.2 46763.8 44823.1
6206 -3130.45 178.739 182.853 54238.3 47317.7 46235
6208 -2509.16 248.665 -383.233 55567.3 48420.7 48040.1
6210 -1493.77 366.853 -968.016 56301.6 49937 50208.9
6212 -235.816 559.261 -1544.19 56806 51791.6 52235.7
6214 1009.21 684.185 -1975.96 56812.3 53412.4 53576.1
6216 1930.43 686.275 -2249.38 55895.1 54137.2 54250.9
6218 2445.84 586.782 -2221 54191.4 54031.5 54201.5
6220 2634.78 430.866 -1976.13 52134.1 53446.8 53660.4
6222 2410.57 197.186 -1550.5 50025.2 52656.7 52838.6
6224 1840.82 -42.8774 -978.907 48149.1 51955.1 51926.6
6226 1047.16 -85.9733 -328.174 46682.7 51319.7 51065.7
6228 -27.8316 -93.2817 395.43 45756.4 50594 50280.5
6230 -1253.57 -54.7782 1184.16 45191.5 49721 49402.4
6232 -2437.1 39.5787 1926.81 44947.7 48919.4 48540.4
6234 -3357.94 21.2116 2675.46 45222.6 48248.8 47925.6
6236 -3941.86 130.147 3172.66 45862.7 47594.4 47694.2
6238 -4278.99 435.797 3448.71 46496.3 46738.9 47854.8
6240 -4364.31 766.923 3510.52 47371.8 45835 48329.3
6242 -4151.65 957.213 3317.72 48841.9 44963.9 48824.3
6244 -3687.15 1102.33 2924.4 50398.2 44409.4 49257.5
6246 -3063.92 1438.7 2319.27 51827.4 44399.8 49547.5
6248 -2278.76 1791.46 1473 52813.8 44540.9 49604.3
6250 -1425.95 1966.86 491.417 53549.7 44916.9 49755.5
6252 -693.542 2152.08 -353.622 54345.3 46041.2 50233.1
6254 -15.0727 2288.96 -1130.74 54953.6 47854.6 51006.4
6256 619.744 2423.66 -1746.4 55238.5 49766.8 51785.5
6258 1083.26 2709.6 -2132.71 54526.5 51186.2 51958.8
6260 1373.1 2904.03 -2232.24 53097.2 52271.7 51674.9
6262 1654.31 2987.72 -2038.77 51444.4 53416.3 51288.2
6264 1941.02 3142.51 -1505.96 50042.2 54488.1 51071.7
6266 2098.64 3231.35 -744.906 49233.7 55536.6 51017.1
6268 2259.41 3290.69 138.043 48815.5 56144.1 50953.3
6270 2429.28 3298.43 925.017 48673 56125.5 50929.5
6272 2518.31 3279.1 1615.2 48623.2 55342.9 50600.1
6274 2449.33 3300.55 2227.17 48984.2 54021.1 50124.1
6276 2181.58 3338.85 2702.57 49702.2 52491.4 49690.8
6278 1940.99 3192.99 3096.89 49871 50965 49354.2
6280 1862.44 3073.5 3261.95 49802 49715 49194.9
6282 1752.69 3090.77 3168.95 50325 48821.1 49209.5
6284 1586.62 3085.17 2926.06 51147.2 48340.4 49213.9
6286 1271.32 2948.5 2548.06 51956 48244.8 49160.8
6288 947.942 2854.35 1990.16 52648.3 48645.6 49288.8
6290 651.12 2897.19 1359.46 53102.2 49789.9 49588.6
6292 303.192 3065.22 810.341 53322.2 51263.7 49991.6
6294 -257.69 3287.99 509.62 53429.4 52863.3 50428.3
6296 -913.73 3544.04 45.6245 53335.4 54249.2 50895.2
6298 -1549.97 3795.8 -445.3 52947.4 55114.4 51303.4
6300 -2104.01 3997.06 -873.18 52229.6 55618.4 51728.9
6302 -2522.43 4180.99 -1160.49 51500.1 56200 52198.4
6304 -2732.57 4247.01 -1422.51 50685.4 56706.2 52764.7
6306 -2678.38 4064.28 -1655.25 49528.1 56850.7 53219.2
6308 -2566.96 3603.84 -1759.58 47995.4 56695.8 53551.5
6310 -2406.45 2899.05 -1848.27 46596.4 56330.9 53744.9
6312 -2076.55 2061.64 -2046 45722.7 55900.8 53796.5
6314 -1381.19 1043.83 -2157.45 45064.9 55503.7 53711.9
6316 -480.843 -11.0359 -2021.54 44648.2 55125.4 53685.3
6318 450.898 -920.005 -1702.78 44676.5 54824.1 53801.5
6320 1321.8 -1443.68 -1377.63 45164.6 54354 53687.1
6322 2134.82 -1580.6 -1002.04 45736.5 53476.5 52936.1
6324 2838.65 -1327.39 -610.492 46553.6 52386.2 51642.3
6326 3267.07 -887.204 -71.5901 47775.2 51148.3 50297
6328 3347.39 -194.435 505.447 49331.2 50163.3 49387.7
6330 3175.66 589.064 944.242 51197.1 49763.1 48991.6
6332 2773.82 1432.59 1285.12 53102.8 50047.8 48932.1
6334 2140.84 2197.11 1525.59 54884.9 50923.6 49135.7
6336 1303.52 2749.23 1737.57 56307.6 52065 49547.3
6338 357.045 2958.58 1842.31 57547.5 53494.7 50142.8
6340 -607.287 2819.6 1791.38 58588.7 54823.3 50712
6342 -1441.08 2455.39 1705.01 58590.3 55604.6 51070.8
6344 -2219.34 1966.75 1551.81 57262.3 55728.3 50987.3
6346 -2845.87 1076.62 1230.92 55647.2 55306.6 50556.7
6348 -3310.19 4.64792 804.76 54035.9 54223.6 50218.9
6350 -3455.54 -993.554 384.871 52263.9 52448.3 50014.8
6352 -3260.76 -1962.4 142.646 50427 50576.9 49740.1
6354 -2770.22 -2704.45 19.0204 48943.4 49060.1 49508.7
6356 -2115.13 -3003.65 24.4245 48094.3 48003.5 49507.6
6358 -1296.8 -2900.95 271.554 47495 47185.7 49455.4
6360 -421.952 -2564.34 575.757 47072.9 46496.2 49242.3
6362 494.313 -1944.23 964.12 46903.6 45932.5 48863.8
6364 1205.42 -1095.1 1475.93 47187.1 45526.8 48449.4
6366 1673.92 -56.6473 2039.71 48070.2 45615 48277.9
6368 1898.49 1021.43 2517.9 49369.8 46241.6 48490.7
6370 1764.41 2080.44 2905.32 50748.4 47228 49054.5
6372 1278.66 2920.15 3240.93 51914 48450.4 49798.6
6374 598.562 3526.01 3535.33 52899.7 49919.1 50617.5
6376 -180.155 3827.75 3736.63 53582.1 51536 51360.9
6378 -947.06 3913.65 3788.97 53787.4 52982.3 51915.1
6380 -1626.83 3762.14 3506.91 53606 53784.9 52252.6
6382 -2177.46 3341.55 2963.81 52953.1 53695.9 52090.6
6384 -2616.74 2802.21 2411.53 51769.1 52836.3 51499.7
6386 -2811.67 2195.17 1913.03 50275.5 51826.4 50871.2
6388 -2811.55 1574.19 1361.23 48822.2 51176.3 50664.8
6390 -2680.68 1062.58 723.787 47967.3 51043.2 50782.9
6392 -2354.38 627.978 299.644 47343.1 50856.1 50809.2
6394 -1804.39 355.213 105.458 46525.7 50090.2 50202.6
6396 -1126.67 24.474 14.4006 45488.8 49204.8 48984.8
6398 -376.922 -286.147 -102.023 44626.8 49023.5 47791.7
6400 240.785 -459.245 -335.734 44364.9 49462.7 47136.8
6402 794.559 -341.541 -609.495 44661.4 49941.3 47071.1
6404 1220.66 47.4414 -796.513 45227.1 50769.3 47239.4
6406 1537.8 522.795 -818.956 45953.1 52085.8 47321.1
6408 1669.35 1023.46 -768.956 46804.1 53781.9 47323
6410 1334.25 1303.59 -671.896 47915.5 55594.5 47823.6
6412 742.592 1280.9 -514.581 49155.1 56987.8 48566.9
6414 43.3669 928.172 -145.13 51072.5 57951.1 49535.4
6416 -845.761 304.137 430.014 53319.8 58829.6 50577.2
6418 -1651.71 -167.446 895.3 54275.2 58964.9 51249.3
6420 -2049.31 -434.015 996.458 54333.5 58548.6 51463.5
6422 -2333.71 -714.376 1100.95 54283.5 57877.4 51481.9
6424 -2515.9 -985.152 1337.51 53961.1 56422 51193.5
6426 -2581.6 -1186.92 1499.3 53039.2 54470.1 50684.3
6428 -2562.38 -1355.95 1570.35 51816.4 52680.3 50204.1
6430 -2425.35 -1340.53 1589.35 50466.6 51407.4 49709.1
6432 -2128.73 -1151.3 1601.44 49081.2 51029.2 49551.3
6434 -1612.41 -985.525 1646.78 47803.1 51277.4 49607
6436 -977.37 -726.741 1674.41 46469.5 51435.9 49468.1
6438 -308.205 -236.473 1668.07 45150.4 51180 48974.3
6440 258.449 410.113 1586.99 44351.9 50996.1 48570.3
6442 912.736 889.032 1616.23 44266.1 51587.4 48797.2
6444 1434.76 1251.92 1705.73 45012.2 52835 49709
6446 1743.98 1734.36 1840.9 46222.8 54367.4 50981.6
6448 1942.82 2225.5 1985.28 47905.1 55776.2 52270.9
6450 2051.62 2659.44 1916.57 49801.9 56718.8 53473.7
6452 2122.97 3119.58 1665.32 51574.6 57114.6 54583.9
6454 2153.97 3409.57 1229.62 53156.9 57222.4 55638.8
6456 2278.2 3599.47 763.355 54888.3 57259.4 56550.8
6458 2419.02 3651.06 180.461 56565.1 56792.7 57062.6
6460 2443.3 3696.22 -246.133 57728.1 55614.8 56867.7
6462 2441.17 3758.06 -550.442 57822.2 53478.8 55684.4
6464 2472.57 3787.86 -812.732 56939.7 50957.6 53544.5
6466 2425.02 3753.25 -965.542 55344.4 48669.4 51068.3
6468 2324.19 3524.75 -885.175 53844 47486.7 49174.8
6470 2378.2 3277.05 -647.451 52798.6 47579.8 48129.4
6472 2443.27 2925.45 -235.096 51868.1 48564.4 47592.8
6474 2269.22 2513.94 189.098 50650.5 49729.4 47413
6476 1958.9 1924.11 520.124 48920.6 50796.9 47054.8
6478 1687.19 1265.18 720.255 46774.8 51888.7 46606.7
6480 1539.22 736.509 917.819 44717.6 52563.3 46242.5
6482 1410.09 307.022 1280.34 43042.4 53202.9 46225.1
6484 1143.11 -79.0778 1789.26 42058.4 54318.5 46699.5
6486 800.694 -368.699 2345.47 41699.8 55659.8 47484.5
6488 591.185 -445.689 2743.88 41848.5 56688.3 48227.7
6490 494.756 -254.269 2918.89 42332.4 57041 48840.2
6492 265.142 -58.0092 2815.54 43113.4 56594 49360.3
6494 -53.0353 206.824 2584.52 44077.9 55543.1 49958.6
6496 -224.965 401.109 2198.12 45285.8 54139.6 50717.3
6498 -104.919 726.987 1559.43 46345.4 52071 51417.6
6500 190.668 1115.63 917.807 47170.4 49529.1 51562.3
6502 522.485 1362.94 514.97 47816.5 47036.5 51515.5
6504 1006.89 1443.67 187.267 48340.4 44678.1 51568.9
6506 1655.69 1418.72 -142.44 48473.9 42170.2 51117.3
6508 2391.03 1403.82 -377.76 48091.6 39862.4 50259.1
6510 3143.07 1414.81 -353.269 47404 38244.8 49443.6
6512 3700.38 1470 21.3989 46576.8 37794.8 48912.2
6514 4031.4 1486.32 465.069 45990.8 38371.4 48691.8
6516 4368.86 1417.68 970.666 45689.7 40069.7 48858.9
6518 4228.34 1403.11 1541.43 45558.6 41870.5 49429.9
6520 3682.54 1500.78 2246.63 45676 43796.7 50525.9
6522 3050.08 1577.49 2809.84 46108.2 46351.2 51705.1
6524 2447.74 1557.67 3225.72 46830.6 49285.1 52770.2
6526 1892.25 1440.41 3357.21 47303.1 52074.5 53527.5
6528 1390.63 1246.89 3273.3 47512.1 54430.2 53966.7
6530 892.306 1063.73 2921.5 47709.3 56030 54000.3
6532 559.276 980.5 2230.61 48102.7 56745.7 53788.8
6534 346.963 930.642 1383.04 48539.4 56912.6 53640.2
6536 284.983 992.275 449.207 49001.5 56682 53623.9
6538 388.879 1086.17 -621.377 49361.8 55989.1 53410.4
6540 668.8 1184.76 -1709.92 49376.8 54367.7 52674.5
6542 1236.31 1151.16 -2566.67 49360.3 51781.3 51559.4
6544 1969.84 1062.11 -3251.23 49356.8 49126.2 50514
6546 2714.71 1027.98 -3780.31 49455.7 47289.6 49846.3
6548 3387.54 1136.78 -3961.12 49822.1 46401.9 49644.6
6550 3818.57 1331.45 -3701.02 50192.4 46150.5 49670.5
6552 3979.85 1559.05 -3065.75 50233.4 45817 49686.5
6554 4057.5 1714.59 -2101.71 49914.7 45336.9 49298
6556 4129.84 1719.71 -823.807 49367.7 44840.4 48797.4
6558 4021.29 1603.66 647.3 48866 44872 48528.1
6560 3563.05 1490.23 2102.41 48616.1 45453.9 48735.8
6562 2761.43 1354.76 3408 48718 46345.3 49355.9
6564 1805.19 1236.79 4423.17 49055.9 47830.7 50229.3
6566 752.173 1062.54 5110.15 49462.9 49353.1 51168.9
6568 -314.718 1055.92 5570.05 49844.3 50820.3 52332.5
6570 -1324.29 1248.31 5590.44 50000.1 52137.5 53140.8
6572 -2120.38 1445.64 4996.27 50144.3 53249.5 53395.5
6574 -2496.22 1628.37 3933.37 50389.5 53932.1 53490.6
6576 -2632.05 1628.31 2337.55 50423 53780.1 53365.7
6578 -2529.53 1359.34 457.288 50431.7 53233.9 53222.1
6580 -1980.7 999.543 -1382.85 50793.1 52612.8 53149.4
6582 -1114.82 769.949 -3067.83 51495.5 51808.4 53116.4
6584 -85.0317 678.155 -4542.62 52361.4 50949.2 52947.2
6586 1113.51 666.588 -5616.17 52995.4 49910 52526.1
6588 2702.36 717.526 -6250.72 53601.4 48852.2 51880.9
6590 4167.88 642.983 -6720.7 54001.5 47670.5 51121.2
6592 5015.07 560.106 -6885.51 53941.3 46296.5 50028.6
6594 5492.98 578.138 -6483.25 53780.4 45470.4 48811.2
6596 5752.85 575.115 -5645.52 54007 45331 48201.9
6598 5583.46 521.744 -4546.11 54264.3 45831.8 48147.2
6600 4830.46 392.152 -3440.8 54372.1 46792.9 48416.7
6602 3502.31 292.507 -2349.47 54496.4 48074.6 49148.3
6604 1821.44 224.847 -1264.06 54778.5 49658.6 50257.2
6606 -44.0323 186.566 -126.786 55387.8 51500 51576.3
6608 -2137.02 31.0292 720.199 56039.4 53285.7 52885.2
6610 -4115.56 64.3601 1074.11 55851.7 54597.4 53873.9
6612 -5531.93 531.172 987.013 54309.5 54799.5 54228.2
6614 -6559.25 1157.66 830.866 52253.4 53721 53811.4
6616 -7298.45 1680.34 499.561 50104.1 51903 53155.7
6618 -7683.27 2095.77 -192.675 48154.4 50027.4 52627.8
6620 -7617.42 2422.19 -1010.38 46817.6 48524.3 52315.6
6622 -7046.45 2751.26 -1822.35 46002.6 47224.7 51888.6
6624 -6185.95 3016.29 -2621.92 45551.2 46185.1 51437.4
6626 -5056.96 3296.69 -3307.73 45552.5 45486 51005.1
6628 -3726.31 3451.93 -3750.57 45852.3 45015.7 50341.6
6630 -2356.7 3442.17 -3827.26 46420.6 44666.9 49479.6
6632 -1129 3191.95 -3605.04 47052.9 44684.8 48666.1
6634 -185.299 2868.15 -3163.19 47700.9 45247.2 47894.1
6636 441.032 2502.05 -2578.85 48698.3 46361.5 47318.8
6638 748.023 2155.59 -1818.32 49931 47798.3 46913.5
6640 712.417 1845.43 -986.447 51136 49210.7 46608
6642 335.149 1335.35 19.4976 51832.5 50534.6 46521.6
6644 -453.022 711.169 878.131 52243.7 51957.1 47073.1
6646 -1372.72 125.883 1312.51 52600 53289.1 48327.9
6648 -2130.25 -388.753 1260.53 53093.7 54285.4 50072.3
6650 -2810.95 -929.8 638.257 53566 54665.2 51822.5
6652 -3548.99 -1484.35 -447.512 53536 54553.2 53300.3
6654 -3978.46 -1901.81 -1599.34 53403.3 54328.1 54705.9
6656 -3961.59 -2107.38 -2598.62 53605.2 54345.6 56302.9
6658 -3603.46 -2089.41 -3571.09 53887.3 54440.3 58018.4
6660 -3099.14 -1890.04 -4385.77 54377.6 54476.8 59570.2
6662 -2457.71 -1665.38 -5035.61 54665.3 53974.9 60427.8
6664 -1649.24 -1376.25 -5487.65 54547.3 52999.3 60544.8
6666 -757.681 -992.595 -5665.89 53967.2 51617.3 59933.5
6668 300.431 -380.609 -5695.05 53117.1 50324.3 58699
6670 1471.95 409.581 -5533.84 52517.6 49320 57280.6
6672 2594.85 1248.17 -5199.99 52297.6 48605.8 55947.2
6674 3441.91 2028.15 -4619.16 52247.2 48168.5 54703.3
6676 3987.83 2588.48 -3829.77 52200 48097.3 53485.7
6678 4286.52 2918.78 -3192.48 52111.6 48007.7 52114.1
6680 4377.07 3000.18 -2657.67 52253.3 47711.9 50657.4
6682 4151.36 3029.92 -1954.96 52566.4 47839.4 49349.2
6684 3471.56 3029.96 -989.18 52828.7 48196.1 48422.2
6686 2576.22 3038.14 -105.217 53091.1 48485.4 48022.1
6688 1658.96 3155.19 563.521 53526.6 48738.9 48016.2
6690 572.997 3174.28 915.206 54054.9 48941.5 48071.5
6692 -575.408 2942.72 990.053 54544.3 49086.6 47956.4
6694 -1630.44 2281 889.261 54902.7 49123.9 47751.1
6696 -2317.56 1351.61 565.543 55092.8 49079.6 47685.4
6698 -2697.61 473.057 76.7056 55311.4 49162.1 47939.5
6700 -2831.95 -160.347 -439.489 55617 49456.7 48589.2
6702 -2680.91 -609.166 -928.196 55838.5 49712 49345.1
6704 -2207.48 -864.132 -1389.83 55933.3 49966.5 50157.2
6706 -1396.25 -1013.36 -1889.12 55774.4 50082.5 50905.9
6708 -462.641 -943.214 -2427.11 55581.5 50265.3 51441.6
6710 490.647 -752.457 -3054.16 55469.5 50629.8 52029.8
6712 1547.85 -757.023 -3605.73 54955.7 51130.8 52146.6
6714 2545.92 -729.283 -4106.31 54098.3 51341.6 51782.6
6716 3230.68 -351.485 -4622.4 53009.1 51115.3 50903.9
6718 3460.09 336.358 -4861.21 51408.6 50183.1 49536.1
6720 3288.66 1298.48 -4865.85 49377.2 48838.5 47685.8
6722 2797.48 2297.83 -4671.22 47611.1 47761.6 45842.4
6724 2038.16 3229.6 -4428.33 46496.4 47173.4 44494.7
6726 1215.75 4084.45 -4093.01 46091.2 47144.5 43620.2
6728 327.962 4553.79 -3790.86 46251.6 47657.7 43009.3
6730 -561.461 4636.12 -3551.01 46907.5 49087.9 43144
6732 -1128.78 4495.98 -3226.14 47666 50586.8 43559.2
6734 -1257.25 4156.02 -2985.12 48193.5 50983.9 43385.8
6736 -948.278 3532.13 -2785.91 48569.5 50351.6 42642.2
6738 -386.367 2769.02 -2630.27 49118.3 50186.1 42136.8
6740 198.324 2039.27 -2413.48 49909.4 50634.9 42396.4
6742 770.705 1376.27 -1872.11 50745 50401.5 43289.4
6744 1439.88 669.933 -1222.21 51432.1 50088.7 44749.2
6746 2269.46 -22.8226 -822.532 51892.2 50028.1 46295.1
6748 3093.62 -670.804 -1010.73 51973.9 49608 47634
6750 3662.96 -1513.07 -1374.42 51654.3 48978.4 48568.3
6752 3912.51 -2282.92 -1676.55 51322.5 48640.9 49493.2
6754 4030.28 -2812.11 -1911.32 51278.2 48527.8 50570.7
6756 4014.59 -3114.14 -2203.6 51121.8 48430.9 51337.1
6758 3545.47 -3307.86 -2450.66 50830.7 48171.3 51615.3
6760 2552.89 -3366.23 -2588.05 50879.3 48873 52422.7
6762 1386.29 -3201.6 -2654.01 51121.4 49932.3 53128.8
6764 545.669 -2830.8 -2553.17 51017.3 50315.3 52835.2
6766 -66.4558 -2378.54 -2431.1 50678.5 50043 51485.4
6768 -475.943 -1709.15 -2485.86 50184.9 49320.4 49472.1
6770 -753.55 -1106.75 -2297.21 49610 49220.3 48109.3
6772 -633.422 -665.12 -1843.61 48634.9 49202.2 46987.7
6774 -110.641 -145.882 -1218.21 48038.4 49040.5 46106.6
6776 595.999 304.964 -761.848 48264.3 49363.1 45855.3
6778 1400.62 628.087 -438.945 48836.4 50155.5 45947.8
6780 2189.54 1103.09 -127.838 49608.9 50919.9 46197.1
6782 2912.89 1649.38 156.292 50582.9 51517.1 46692.1
6784 3803.57 1869.02 287.816 51457.3 51712.7 47579
6786 4730.66 1747.54 124.657 52070.2 51398.4 48288.6
6788 5294.86 1417.5 -392.518 52491.5 50981.4 48685.4
6790 5483.52 897.13 -1129.12 52676.4 50622.4 49016.6
6792 5281.87 317.593 -1838.96 52477.8 50263.8 49546.4
6794 4724.13 -172.342 -2502.53 51732.4 49397.6 49284.1
6796 3890.23 -496.155 -3007.77 50756.8 48014.7 48201.4
6798 2815.67 -931.29 -3505.49 49912.8 46735.3 47144.4
6800 1503.46 -1339.93 -3848.28 49789.6 46174.7 46744.4
6802 215.415 -1633.96 -3806.26 50067.9 46181.5 47044.9
6804 -747.184 -1725 -3352.96 50068.5 46103.9 47566.4
6806 -1299.77 -1483.34 -2896.66 49723.1 45467.1 47662.1
6808 -1625.45 -946.591 -2633.81 49216.4 44468.8 47309.7
6810 -1777.19 -270.005 -2255.77 48387.5 43410.7 46663.3
6812 -1802.69 527.961 -1726.57 47567.6 42726.7 46207.5
6814 -1552.8 1174.63 -1220.16 47088.5 42688.6 46337.2
6816 -1002.51 1520.61 -960.722 47090.5 43156.6 47115.7
6818 -139.842 1658.63 -985.43 47235.5 43858.8 48105.4
6820 765.632 1477.79 -1259.98 47371.8 44628.2 48983.5
6822 1639.57 1067.2 -1467.07 47791.1 45573.2 49740.5
6824 2437.59 644.028 -1533.02 48653.9 46902.8 50562.9
6826 3007.08 424.227 -1395.31 50099.3 48551.4 51809.9
6828 3191.81 238.446 -1089.21 51711.3 50667 53539.7
6830 3158.21 19.6948 -990.86 53097.9 52397.5 54700.1
6832 3066.76 -304.301 -1103.55 53845 52882.1 54536.4
6834 2812.89 -565.637 -1162.58 53821.7 51885.2 53137.1
6836 2209.65 -783.546 -988.615 53618.3 50579.3 51706
6838 1137.14 -964.93 -753.194 53658 50061.4 51029.1
6840 -320.855 -943.097 -497.971 53818.2 50038.6 50665.9
6842 -1435.12 -551.098 -524.656 53539.1 49814.2 49955.6
6844 -1833.15 107.072 -848.612 52471.7 48756.4 48991.1
6846 -2039.83 806.43 -1117.85 51328.9 47612 47966.8
6848 -2166.34 1499.69 -1339.76 50529.7 46664.8 46909.8
6850 -1877.74 2269.36 -1559.97 50038 46172.2 45938.4
6852 -1187.61 3029.41 -1679.85 49921.6 46088.4 45206.9
6854 -356.917 3721.94 -1765.74 49924.1 45822.7 44413.6
6856 507.075 4219.45 -1862.21 49943.5 45328.1 43621.8
6858 1327.74 4378.23 -1823.46 49713.8 44241.1 42471
6860 1891.24 4149.14 -1565.83 49306.6 43085.5 41548.8
6862 2238.93 3754.37 -1157.5 48960.4 42415.6 41269.7
6864 2532.1 3288.5 -775.986 49032.9 42764 41923.7
6866 2744.92 2615.91 -228.704 49335.4 43838.1 42915
6868 2680.44 1650.54 335.467 49355 45158.7 43762.1
6870 2302.84 507.953 682.595 48994.6 46271.2 44713.5
6872 1848.26 -633.061 981.081 48909.7 47285.2 45474.1
6874 1254.86 -1766.38 1287.92 49043.2 48258.6 46097.4
6876 669.048 -2700.18 1606.92 49298.2 49128.6 46745.3
6878 22.0914 -3372.55 1811.45 49560.4 49616.8 47090.3
6880 -850.026 -3319 1997.25 49510.9 49259.8 46796.1
6882 -1923.89 -2580.11 1998.06 49157.4 48295 46139.5
6884 -2833.19 -1558.8 1642.5 49028.4 47060.8 45515
6886 -3312.85 -365.471 1045.56 49105 45744.8 45158.8
6888 -3407.02 821.368 387.58 49281.1 44360.1 44832.1
6890 -3181.12 1932.05 -363.092 49288.2 43075.6 44296.6
6892 -2627.32 2847.69 -1057.57 49029.4 41967.3 43759.3
6894 -1748.09 3549.03 -1501.97 48572.9 41084 43532.6
6896 -684.411 3998.61 -1703.11 48230.1 40627.9 43978.3
6898 493.112 4133.7 -1663.28 47949.2 40779.8 44898.2
6900 1613.61 4062.94 -1249.14 47805.2 41578.1 46166
6902 2621.55 3832.19 -579.94 47563.8 42413.2 47428.2
6904 3384.74 3367.39 233.256 47301.4 43120.8 48553.7
6906 3770.29 2740.73 1125.77 47022.7 44073.4 49402.1
6908 3806.24 2010.41 2062.12 47006.5 45425.8 50450
6910 3486.2 1164.78 2981.57 47280.6 47047.5 51684.5
6912 2827.51 273.245 3853.26 47814.8 48695.5 52467.8
6914 1943.65 -630.96 4472.52 48348.3 49981.3 52023.6
6916 988.979 -1318.25 4731.08 48699.5 50718.6 50771.5
6918 52.1678 -1761.56 4681.21 48990.5 50878.5 49133
6920 -980.138 -1958.44 4566.2 49299.8 50826.5 47460.4
6922 -2039.38 -1954.35 4445.01 49647.9 50694.6 45794.6
6924 -3060.67 -1822.81 4028.95 49952.7 50312.2 43978.4
6926 -3892.83 -1458.41 3418.19 50009.8 49515.8 42378.4
