Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
1768      0.884          66292.95168797641    399884958.5488565    0.0014440353663175277
1770      0.885          22148.478690854645    399929179.26404595    0.001444195052935622
1772      0.886          -76667.89363807056    399901919.5565723    0.001444096614670251
1774      0.887          -223667.82714296796    399751751.6961818    0.001443554339456712
1776      0.888          -406912.3157587404    399436461.62473094    0.001442415786970327
1778      0.889          -610292.3249726754    398927859.3043652    0.0014405791594045779
1780      0.89          -814911.1683358815    398215257.55771095    0.0014380058640048145
1782      0.891          -1001143.6142629359    397307230.1664115    0.0014347268617853268
1784      0.892          -1149331.1790861415    396231992.769737    0.0014308440430025955
1786      0.893          -1240976.1951089324    395036839.08263946    0.0014265281912670949
1788      0.894          -1263046.831951276    393784827.5691094    0.001422007018700027
1790      0.895          -1211802.2632483805    392547403.0215095    0.0014175385215193178
1792      0.896          -1091732.8148665118    391395635.48245203    0.001413379342673954
1794      0.897          -913606.921438305    390392965.6142996    0.0014097585744519952
1796      0.898          -693110.5780940214    389589606.8645334    0.001406857543988852
1798      0.899          -449809.27819956304    389018146.93638664    0.00140479392961918
1800      0.9          -204427.85968347077    388691028.3674451    0.0014036126629262664
1802      0.901          23806.49407996275    388600717.6846434    0.0014032865395822048
1804      0.902          217947.45338955938    388721594.6583781    0.001403723041684409
1806      0.903          364797.0022543763    389012966.88620013    0.0014047752238001469
1808      0.904          455919.01978579    389423324.8972202    0.0014062570786889004
1810      0.905          487804.25555184024    389895186.534889    0.0014079610309837677
1812      0.906          461871.2244136515    390370024.27487177    0.0014096757303620232
1814      0.907          383971.79274949216    390792945.78345335    0.0014112029536358975
1816      0.908          265181.83532586833    391117522.597491    0.0014123750417290783
1818      0.909          122537.10393774914    391311382.0671228    0.001413075092891942
1820      0.91          -24476.76243244875    391360412.23787546    0.0014132521470648228
1822      0.911          -159629.53721526096    391268359.0880516    0.0014129197314510702
1824      0.912          -271890.8529486997    391052598.89296967    0.0014121405939874542
1826      0.913          -354265.13507346297    390739520.89895856    0.0014110100295936137
1828      0.914          -403180.9054999164    390360797.8786719    0.0014096424126736943
1830      0.915          -417305.1928393725    389950554.8295023    0.0014081609729267818
1832      0.916          -399221.65759941225    389542291.40428287    0.0014066866818533436
1834      0.917          -356623.1349090357    389164369.0080286    0.0014053219560884764
1836      0.918          -298732.93574139    388836690.97270346    0.0014041386690914054
1838      0.919          -233356.78767958525    388570646.1109929    0.0014031779473109933
1840      0.92          -167587.89909133452    388370173.76760745    0.0014024540162212427
1842      0.921          -107629.97153872081    388232564.83229244    0.0014019570928809968
1844      0.922          -58266.349568131955    388149616.671739    0.001401657556539733
1846      0.923          -22278.243638291002    388109344.3751358    0.0014015121281625593
1848      0.924          35.01510307402761    388098222.7608682    0.001401471966601116
1850      0.925          12413.856459683077    388104447.19664955    0.001401494443829158
1852      0.926          21703.123077877404    388121505.68641835    0.0014015560442019535
1854      0.927          35575.4040983149    388150144.9500065    0.0014016594642196423
1856      0.928          61526.31291484412    388198695.80851305    0.0014018347875351354
1858      0.929          107525.99983856923    388283221.96488976    0.0014021400222197053
1860      0.93          179383.89708004563    388426676.91334903    0.0014026580562557943
1862      0.931          278920.1409365406    388655828.9323573    0.001403485553296223
1864      0.932          403415.58798286674    388996996.79681706    0.0014047175537793585
1866      0.933          545862.2296594625    389471635.7056382    0.0014064315351530398
1868      0.934          696410.1252659432    390092771.8831009    0.0014086745367673302
1870      0.935          843104.5201005774    390862529.2057842    0.0014114542282102648
1872      0.936          971160.5790326538    391769661.75535077    0.00141472999904262
1874      0.937          1063910.6230461025    392787197.3563902    0.0014184044493138184
1876      0.938          1106704.4875627493    393872504.9116946    0.0014223236327181618
1878      0.939          1090642.02990007    394971178.170426    0.0014262910813748779
1880      0.94          1011897.8646768893    396022448.11771446    0.0014300873506542728
1882      0.941          870437.0358323394    396963615.5679691    0.0014334860258350712
1884      0.942          670168.9459248051    397733918.55884767    0.001436267687755153
1886      0.943          419592.5104706634    398278799.2870454    0.0014382353212585427
1888      0.944          134331.9392823966    398555761.5119219    0.0014392354670237323
1890      0.945          -162407.42903882446    398541723.7670437    0.001439184774944338
1892      0.946          -443293.43107690307    398238873.3369858    0.0014380911435827206
1894      0.947          -681649.6968911757    397676401.7730018    0.0014360599873374637
1896      0.948          -854832.6479671514    396908160.6005726    0.0014332857709056309
1898      0.949          -944899.9330149669    396008294.3100816    0.0014300362394575326
1900      0.95          -938748.4563039538    395066470.1154221    0.001426635192689289
1902      0.951          -830211.7119242557    394181990.031308    0.0014234412227862967
1904      0.952          -623277.8471168405    393455245.2517874    0.0014208168550988432
1906      0.953          -332812.49100985256    392977200.0827241    0.0014190905732868698
1908      0.954          18823.300960574357    392820205.48769945    0.0014185236458676466
1910      0.955          405303.1320968939    393032268.70422816    0.001419289433072231
1912      0.956          798255.4767647643    393634048.008659    0.0014214625345598927
1914      0.957          1167565.5578942932    394616958.5259886    0.00142501194925681
1916      0.958          1481968.7080601517    395941725.65896577    0.0014297958516048656
1918      0.959          1712321.223295362    397538870.62464356    0.0014355633448957968
1920      0.96          1837126.6404092642    399313594.5564959    0.0014419720983841623
1922      0.961          1844714.2948478912    401154515.0241245    0.0014486198959694485
1924      0.962          1732952.3715395625    402943348.35731816    0.0014550796002977967
1926      0.963          1509912.1858925226    404564780.63603425    0.0014609347981603311
1928      0.964          1194428.2810052352    405916950.8694831    0.001465817656584083
1930      0.965          813910.9012699005    406921120.4606207    0.0014694438404961895
1932      0.966          401300.2838670278    407528726.05318916    0.001471637981450191
1934      0.967          -7526.9780248271545    407725612.70611024    0.0014723489641563312
1936      0.968          -377352.6988846683    407533172.8676555    0.0014716540394619255
1938      0.969          -676242.3856114667    407006375.32540745    0.0014697517066393658
1940      0.97          -879792.2595127126    406228358.00284535    0.0014669421872879397
1942      0.971          -971780.2818875399    405302571.7321452    0.0014635990554997531
1944      0.972          -943940.2002196087    404344711.4910916    0.0014601401005315787
1946      0.973          -798451.3631519262    403473515.7094059    0.0014569941019316164
1948      0.974          -547852.0442529869    402800364.00570345    0.0014545632656466738
1950      0.975          -214261.03835936706    402419307.46439725    0.0014531872220860218
1952      0.976          172806.13033653    402398580.0103858    0.0014531123726174275
1954      0.977          578918.4692353185    402774442.3101717    0.0014544696591123382
1956      0.978          966655.9131284135    403547229.5013536    0.0014572602917951815
1958      0.979          1300558.2785530908    404680836.5971944    0.0014613538909739126
1960      0.98          1551195.9911118068    406106713.7320268    0.0014665029143785277
1962      0.981          1695493.2129966544    407730058.33408105    0.0014723650178834799
1964      0.982          1718808.757642434    409437209.3194006    0.0014785297568808936
1966      0.983          1615959.752298852    411104593.5743712    0.001484550893165079
1968      0.984          1393506.9134127395    412609326.90722704    0.0014899846763146278
1970      0.985          1069720.309176269    413840940.51852155    0.001494432189466413
1972      0.986          671454.6231740547    414711527.9846967    0.0014975759913618176
1974      0.987          230074.06169683416    415162292.3271321    0.0014992037586444725
1976      0.988          -220925.9992058692    415166866.3583776    0.0014992202760521517
1978      0.989          -646665.9395114278    414733070.38901895    0.0014976537837194741
1980      0.99          -1013298.1186170578    413903088.3599547    0.0014946566132139215
1982      0.991          -1292009.2631261433    412750434.6690831    0.0014904942343618257
1984      0.992          -1460638.070522733    411374111.0022587    0.001485524154822934
1986      0.993          -1505070.436115727    409891256.74893945    0.0014801693798079949
1988      0.994          -1420191.022776165    408428626.0194935    0.0014748876345059276
1990      0.995          -1211117.8308190892    407112971.5926959    0.0014701366392970998
1992      0.996          -893588.8118278758    406060618.27137244    0.0014663364578164876
1994      0.997          -493170.0429529478    405367238.843982    0.0014638325766526089
1996      0.998          -42489.68401002557    405099408.9805005    0.0014628654090041262
1998      0.999          421279.6201107948    405288803.9485509    0.0014635493382848367
2000      1.0          860350.3068298864    405929618.9120212    0.0014658634024943902
2002      1.001          1239533.340397424    406979560.7356349    0.001469654875750539
2004      1.002          1527917.2736261329    408363286.04264665    0.0014746516835520743
2006      1.003          1700644.5385070886    409977566.9487133    0.0014804810568998254
2008      1.004          1740177.1156924935    411697977.7758131    0.001486693678869762
2010      1.005          1638859.673711488    413387496.17051506    0.0014927947443433098
2012      1.006          1402186.0178788172    414908019.0163102    0.0014982855454291771
2014      1.007          1048124.9783584909    416133174.51442885    0.0015027097375141752
2016      1.008          604169.0700406757    416959321.5386284    0.001505693059330158
2018      1.009          105663.57848679805    417314237.86289215    0.0015069747072475493
2020      1.01          -406730.03598503437    417163704.634143    0.0015064311126424695
2022      1.011          -890476.3878204379    416515101.42224026    0.0015040889240788046
2024      1.012          -1306026.3531079788    415416850.05177605    0.001500122998914197
2026      1.013          -1621983.122872944    413952845.3137856    0.0014948362918927914
2028      1.014          -1817803.2406316167    412232952.13203335    0.0014886255392059407
2030      1.015          -1882621.6053304188    410382739.7090523    0.0014819441871899
2032      1.016          -1814932.3631132792    408533962.7248305    0.0014752680187255043
2034      1.017          -1623620.8019674614    406814686.1422901    0.0014690594926567086
2036      1.018          -1328764.8434586793    405338493.31957704    0.0014637287729136167
2038      1.019          -959821.4779949948    404194200.1588502    0.001459596584997569
2040      1.02          -552178.1221106458    403438200.3587974    0.0014568665737159073
2042      1.021          -143861.01042064524    403090180.7925317    0.0014556098308674595
2044      1.022          230640.4253171625    403133570.49998    0.0014557665166110715
2046      1.023          543696.2029561022    403520738.8141166    0.0014571646305595422
2048      1.024          775264.5753836302    404180219.2032865    0.001459546097991601
2050      1.025          912171.8997319697    405023937.44084436    0.0014625928716903713
2052      1.026          949117.8915466336    405954582.33648366    0.0014659535485902048
2054      1.027          889474.2610373381    406873878.41277564    0.0014692732434622
2056      1.028          744841.3262446255    407691036.2064166    0.001472224104025102
2058      1.029          532995.9307873332    408329954.8349326    0.0014745313203283217
2060      1.03          274757.83446990984    408733831.71756124    0.0014759897710394218
2062      1.031          -9499.67011267469    408866460.79973984    0.001476468711497605
2064      1.032          -297418.1464212473    408713001.8914729    0.0014759145518922576
2066      1.033          -566044.4021743385    408281270.6171751    0.001474355515435638
2068      1.034          -795923.3171041505    407600286.7575359    0.0014718963962410104
2070      1.035          -970811.9730619263    406716919.1124528    0.001468706443496627
2072      1.036          -1078423.5183580057    405692301.36674285    0.0014650064187016684
2074      1.037          -1112699.2230617572    404596739.99603295    0.0014610502074677738
2076      1.038          -1073997.1988302402    403503391.785087    0.001457101988234834
2078      1.039          -968376.6174622265    402482204.8769407    0.0014534143526299967
2080      1.04          -807206.7417946067    401594413.19731236    0.0014502084241350666
2082      1.041          -606047.6410476215    400887786.0058912    0.0014476567036129527
2084      1.042          -381411.9628998633    400394056.2039175    0.0014458737825997637
2086      1.043          -148597.08588816962    400129051.67952347    0.0014449168176095127
2088      1.044          79052.24611959081    400094279.25963914    0.0014447912499855951
2090      1.045          289368.5103956893    400278489.63789684    0.0014454564570541783
2092      1.046          472082.0278848311    400659214.9070371    0.0014468313043489714
2094      1.047          619262.6018818981    401204887.22192043    0.0014488017963724057
2096      1.048          725979.3740282301    401877508.2098755    0.0014512307161753891
2098      1.049          791502.8117685794    402636249.30277395    0.0014539706266136305
2100      1.05          815633.4069233349    403439817.41211987    0.0014568724131008028
2102      1.051          796178.2988225347    404245723.26499283    0.0014597826414767185
2104      1.052          732502.5032412237    405010063.6660247    0.0014625427717276805
2106      1.053          628771.6151260489    405690700.72520834    0.0014650006385818234
2108      1.054          492942.0051184234    406251557.53533053    0.0014670259637458295
2110      1.055          334412.61296255747    406665234.8443711    0.0014685198050412493
2112      1.056          164163.95095872163    406914523.1263316    0.001469420016684283
2114      1.057          -5429.833301264572    406993890.18516034    0.001469706621212458
2116      1.058          -163043.8483345879    406909653.3443424    0.0014694024312831109
2118      1.059          -298259.4325662025    406679001.703892    0.0014685695189192195
2120      1.06          -401152.84501856973    406329295.56509966    0.0014673066856432015
2122      1.061          -464382.78188363597    405896527.75164855    0.0014657439061120706
2124      1.062          -482953.4772501572    405422859.62208164    0.0014640334303455545
2126      1.063          -455193.7913330556    404953785.98779005    0.0014623395458849282
2128      1.064          -383073.25039622607    404534652.4669254    0.0014608260015157323
2130      1.065          -271968.8305287805    404207131.4264629    0.0014596432814470476
2132      1.066          -129513.33577201825    404006390.3433125    0.0014589183799038786
2134      1.067          34820.342723156835    403959043.84678805    0.0014587474056924439
2136      1.068          210562.95505976715    404081735.4956795    0.0014591904608170828
2138      1.069          387808.8714967417    404380921.4089578    0.0014602708591432553
2140      1.07          557060.4691942671    404853356.07930326    0.001461976880731887
2142      1.071          708279.911509692    405486026.2696552    0.0014642615331314135
2144      1.072          831574.600230576    406255953.52552545    0.0014670418382246658
2146      1.073          920764.488310747    407132123.0697961    0.0014702057977129355
2148      1.074          975916.8653583564    408080463.74663067    0.0014736303763258354
2150      1.075          1000147.5381185205    409068495.9483691    0.00147719828607555
2152      1.076          995225.3392773003    410066182.38706696    0.0014808010585009078
2154      1.077          961271.5138989963    411044430.81365514    0.0014843336377961236
2156      1.078          900722.1576439972    411975427.64942664    0.001487695585596467
2158      1.079          819229.4100066432    412835403.433252    0.001490801067359339
2160      1.08          721566.9529431417    413605801.61472684    0.0014935830730247522
2162      1.081          612343.6493395058    414272756.91586816    0.0014959915333131713
2164      1.082          497409.65805642103    414827633.56956613    0.0014979952633729153
2166      1.083          384099.95052341325    415268388.37385607    0.0014995868849422254
2168      1.084          279813.99057318235    415600345.34440434    0.0015007856237177644
2170      1.085          191454.39103865722    415835979.53521025    0.0015016365287037188
2172      1.086          122637.9827994815    415993025.72212934    0.0015022036424278244
2174      1.087          73250.95683259066    416090970.1919454    0.0015025573323462018
2176      1.088          41087.88092928785    416148139.6108263    0.0015027637783776695
2178      1.089          23859.83211973107    416180613.46735084    0.0015028810455974026
2180      1.09          21384.331830351563    416203235.5493258    0.00150296273680817
2182      1.091          35579.9563255278    416231717.6934038    0.0015030655894473551
2184      1.092          66813.996679906    416282914.6699065    0.00150325046823096
2186      1.093          113721.28281903654    416373182.309656    0.0015035764361410943
2188      1.094          172994.8142753875    416516540.3582032    0.0015040941202592957
2190      1.095          238860.99520404983    416722468.2629429    0.0015048377520738932
2192      1.096          304193.38518089947    416993995.4531354    0.0015058182712386486
2194      1.097          362859.32276528166    417327521.80710846    0.0015070226772570293
2196      1.098          409904.40999125905    417713903.67348677    0.0015084179512427746
2198      1.099          440408.99072077323    418139060.3738428    0.0015099532460779914
2200      1.1          449305.87437646446    418583917.80639136    0.001511559682758932
2202      1.101          433450.9046046548    419025296.19588196    0.0015131535561735902
2204      1.102          393992.8693821165    419439018.0828754    0.0015146475584456591
2206      1.103          336187.0030300685    419804108.0190814    0.0015159659445677111
2208      1.104          265598.1394116066    420105000.5903022    0.0015170525058524412
2210      1.105          189512.2294752427    420332555.7747457    0.0015178742365204757
2212      1.106          116651.51992471436    420485637.64944565    0.0015184270346097338
2214      1.107          56270.57995077573    420572098.6993834    0.0015187392564406626
2216      1.108          15857.453291610767    420608162.7160046    0.001518869488184416
2218      1.109          364.6999203630393    420616273.7926106    0.001518898778312058
2220      1.11          14471.505759739235    420623691.8954506    0.0015189255660234306
2222      1.111          61385.96030712362    420661620.6284841    0.001519062531494947
2224      1.112          139117.80499239592    420761872.5111338    0.0015194245537740831
2226      1.113          236887.25108274442    420949875.03917134    0.0015201034547770826
2228      1.114          339097.8882225774    421237867.608824    0.001521143432517992
2230      1.115          429330.16676880926    421622081.63631976    0.0015225308781622406
2232      1.116          492397.4344598755    422082945.43693405    0.0015241951158708994
2234      1.117          516338.26480173174    422587313.2865649    0.0015260164522250936
2236      1.118          493825.0150218048    423092394.92647666    0.0015278403661666356
2238      1.119          421403.3210456474    423550009.0945104    0.0015294928690393786
2240      1.12          299540.46723400423    423910480.98865026    0.001530794578825089
2242      1.121          135863.01560191702    424128182.7300682    0.0015315807274590794
2244      1.122          -55065.87627969979    424168581.2997293    0.0015317266118243
2246      1.123          -253997.021326699    424014049.8509261    0.001531168579138875
2248      1.124          -439531.1849353436    423667285.7477951    0.0015299163699272367
2250      1.125          -590147.2416167347    423152446.5345191    0.0015280572201491717
2252      1.126          -687638.6001750354    422513553.61362314    0.0015257500966794327
2254      1.127          -719563.0897613914    421809952.76865494    0.0015232093046786733
2256      1.128          -678524.6442353254    421110908.9016566    0.0015206849685040489
2258      1.129          -563437.8912203367    420489927.6339288    0.0015184425262884833
2260      1.13          -381425.624787042    420017495.87592506    0.0015167365152166878
2262      1.131          -147996.29028236127    419752784.9183904    0.0015157806103336458
2264      1.132          113857.36447447346    419735715.4554864    0.0015157189703354653
2266      1.133          378053.39523360203    419981670.8353405    0.00151660714644575
2268      1.134          619189.4906657443    420480292.27829015    0.001518407731795688
2270      1.135          812919.8597872688    421196346.95351666    0.0015209934961590097
2272      1.136          936522.1511932554    422071067.9590069    0.0015241522247897953
2274      1.137          974036.97396635    423026347.52158666    0.0015276018606002828
2276      1.138          919200.1630173322    423972966.09007853    0.0015310202204612683
2278      1.139          775905.7477885184    424820519.04548144    0.0015340808418131443
2280      1.14          556879.6266975818    425486911.7327245    0.0015364872704313308
2282      1.141          279981.42685666156    425905342.25950164    0.0015379982761996043
2284      1.142          -32264.830846982175    426029200.55750644    0.0015384455442423433
2286      1.143          -352257.9001426138    425836939.19201165    0.0015377512640364595
2288      1.144          -653121.0676507747    425334249.708115    0.0015359359884740656
2290      1.145          -911780.2047001405    424551799.0719395    0.0015331104598641995
2292      1.146          -1108225.3629053847    423541796.2881368    0.0015294632115526272
2294      1.147          -1224846.9821651722    422375260.1156015    0.001525250701296321
2296      1.148          -1248624.3603593393    421138524.4443392    0.0015207846917355465
2298      1.149          -1174457.9092182147    419926983.30955046    0.001516409662845407
2300      1.15          -1008850.9941339801    418835328.85787433    0.0015124675599922795
2302      1.151          -769130.9641138343    417946337.87875044    0.0015092573006745727
2304      1.152          -478929.5656305628    417322307.6138782    0.0015070038481431298
2306      1.153          -163332.97177136486    417001176.34517723    0.0015058442023517065
2308      1.154          152228.01641216534    416995623.8674976    0.0015058241516497015
2310      1.155          441066.4952018535    417292271.1233046    0.001506895382561364
2312      1.156          679245.1764458991    417852426.9591285    0.0015089181764181628
2314      1.157          849681.5895044167    418616890.34210366    0.0015116787507725392
2316      1.158          942707.5881578772    419513084.9309348    0.001514915023239678
2318      1.159          954668.4443440806    420461772.9471858    0.0015183408561393185
2320      1.16          888549.8386984093    421383382.08870703    0.0015216689037835902
2322      1.161          755711.7075122558    422205512.86181235    0.001524637722406852
2324      1.162          572090.4643138882    422869413.9477254    0.0015270351535362297
2326      1.163          355787.05543010205    423333352.70759743    0.0015287104953132546
2328      1.164          127428.08337096788    423574960.276998    0.0015295829709278674
2330      1.165          -93870.0421648867    423591739.297601    0.0015296435621020162
2332      1.166          -292383.2153852427    423398612.668826    0.001528946157320549
2334      1.167          -458137.47078491986    423023352.3257409    0.0015275910445677267
2336      1.168          -584689.5479405822    422501938.8163782    0.0015257081541716294
2338      1.169          -668326.160281441    421875430.96226716    0.0015234457547508183
2340      1.17          -709461.7693172916    421186536.9974678    0.0015209580711619609
2342      1.171          -711006.9283094322    420476302.64865446    0.0015183933247364344
2344      1.172          -676074.2650532587    419782762.0519731    0.0015158888615697795
2346      1.173          -607308.6475459515    419141070.5956735    0.0015135716322333145
2348      1.174          -507127.9192023888    418583852.3122993    0.0015115594462514488
2350      1.175          -379550.0158893343    418140513.34475344    0.001509958492940461
2352      1.176          -230803.62237521808    417835336.5256212    0.0015088564606924705
2354      1.177          -68619.10442975057    417685625.1622187    0.0015083158339475253
2356      1.178          98613.13099225561    417700622.1755    0.0015083699900669402
2358      1.179          261799.11765276088    417880828.29982245    0.001509020737266067
2360      1.18          411346.9256432826    418217401.3214705    0.001510236145188315
2362      1.181          537995.0388738461    418692072.30372906    0.001511950242383252
2364      1.182          632833.2809747999    419277486.4636534    0.0015140642472559068
2366      1.183          688813.1704913032    419938309.6893864    0.0015164505638413208
2368      1.184          701922.3951975512    420633677.4722308    0.0015189616252092425
2370      1.185          672022.201364695    421320649.7705119    0.0015214423694162721
2372      1.186          603431.5681850602    421958376.6552868    0.0015237452821815043
2374      1.187          503154.94592904986    422511669.91234386    0.0015257432943949038
2376      1.188          378773.2749265511    422952634.02277166    0.0015273356717952576
2378      1.189          239259.2646837929    423261650.29257685    0.001528451568787196
2380      1.19          93778.70954278417    423428169.27969015    0.0015290528899957446
2382      1.191          -50245.32331347061    423449935.9728048    0.0015291314922887126
2384      1.192          -187022.210875669    423331302.20571023    0.0015287030906905488
2386      1.193          -310899.31394289935    423082341.4433009    0.001527804061762206
2388      1.194          -415506.5429445536    422719138.5148572    0.001526492489864813
2390      1.195          -493669.9755402501    422264550.2556148    0.001524850913932973
2392      1.196          -539346.4565526391    421748042.03956836    0.001522985737173959
2394      1.197          -550401.4715484992    421203168.0755178    0.0015210181280967635
2396      1.198          -527863.5971744745    420664035.5411563    0.0015190712520512738
2398      1.199          -472888.9170629701    420163659.2840376    0.0015172643298445292
2400      1.2          -384688.7187942198    419734870.466109    0.0015157159189715188
2402      1.201          -264697.6576022734    419410177.2779107    0.0015145434106364664
2404      1.202          -118738.81139692056    419218459.04341114    0.0015138510917455782
2406      1.203          42104.42773819052    419180141.85158175    0.0015137127235000198
2408      1.204          206033.5336331627    419304210.83226746    0.0015141607523446738
2410      1.205          363600.5298511861    419589027.8640096    0.0015151892628149294
2412      1.206          506662.57579222694    420024159.4168313    0.0015167605781090966
2414      1.207          626920.8590752535    420590951.13426507    0.0015188073349770726
2416      1.208          715937.5038424612    421262380.3157239    0.0015212319510154518
2418      1.209          764233.036354681    422002465.5858225    0.0015239044929084788
2420      1.21          763278.5206460159    422766221.36432284    0.0015266625120132385
2422      1.211          708810.9962723326    423502266.122782    0.0015293204631056344
2424      1.212          601930.6269262729    424157636.9343813    0.0015316870903312144
2426      1.213          448758.904860092    424682981.7002745    0.0015335841769938698
2428      1.214          258215.72313600368    425036469.0142726    0.001534860664573723
2430      1.215          40666.9798309781    425185910.36575603    0.0015354003162713404
2432      1.216          -191470.52707963696    425110508.5921317    0.0015351280308915855
2434      1.217          -423049.17544219166    424803248.7408708    0.0015340184765500564
2436      1.218          -636743.0497385198    424273352.6282804    0.0015321049543965061
2438      1.219          -816043.8681054381    423546959.16935843    0.001529481855372348
2440      1.22          -946224.7466020148    422665824.8620047    0.0015262999674941144
2442      1.221          -1018626.3216713599    421683399.32786804    0.0015227523041330948
2444      1.222          -1030506.030094177    420658833.1519853    0.001519052465563331
2446      1.223          -981256.6329837174    419652951.8204463    0.0015154201003392627
2448      1.224          -870879.6647622053    418726883.67157334    0.001512075950653199
2450      1.225          -702120.5973683359    417940383.5405081    0.0015092357988030444
2452      1.226          -483325.37983039615    417347660.55190873    0.0015070954008219025
2454      1.227          -231498.59358576214    416990248.5652006    0.001505804740750503
2456      1.228          29184.172522265555    416889091.3546689    0.001505439449217418
2458      1.229          274588.0636166978    417040977.4727384    0.001505987929277636
2460      1.23          483220.3309428564    417419881.67001814    0.001507356200450684
2462      1.231          636095.8987637942    417979539.78487146    0.0015093771969738531
2464      1.232          720185.1249319302    418657680.2967194    0.0015118260484785326
2466      1.233          730467.7519748207    419383006.73517275    0.0015144452943562788
2468      1.234          667825.0477647585    420082153.13504255    0.0015169700007901224
2470      1.235          536293.6306895504    420684212.47426975    0.0015191441135189953
2472      1.236          344447.81812491664    421124583.19867694    0.001520734348127075
2474      1.237          107392.97286711243    421350503.59417295    0.0015215501753646197
2476      1.238          -154952.21525753295    421326723.97297776    0.0015214643041327333
2478      1.239          -420471.14101200516    421039012.29484296    0.0015204253407267655
2480      1.24          -667506.4318327528    420495023.5084206    0.0015184609281383933
2482      1.241          -875736.0432034361    419723402.2709025    0.0015156745058622935
2484      1.242          -1024871.9772151732    418773098.2606932    0.001512242837403256
2486      1.243          -1097174.482533824    417712075.0308187    0.0015084113477818826
2488      1.244          -1080145.955071746    416623414.8120159    0.0015044800574838953
2490      1.245          -968700.6843648815    415598991.4922976    0.0015007807347858825
2492      1.246          -766590.2931586578    414731346.00353587    0.0014976475567445168
2494      1.247          -487723.0463997653    414104189.3337566    0.0014953828143679352
2496      1.248          -152361.3396221431    413784147.14074564    0.001494227101367129
2498      1.249          215341.81729480435    413815637.379582    0.0014943408166184816
2500      1.25          588009.3980564371    414217312.9872576    0.0014957913182461887
2502      1.251          937212.3996519839    414979923.88611186    0.0014985452030451595
2504      1.252          1234708.351049991    416065884.2614628    0.0015024667438655918
2506      1.253          1455219.8445393771    417410848.3592575    0.0015073235800183965
2508      1.254          1578650.8377165964    418927783.70038545    0.0015128014261693364
2510      1.255          1592575.5174092562    420513396.8779484    0.0015185272767089745
2512      1.256          1494085.4740861023    422056727.3736961    0.0015241004391151412
2514      1.257          1289327.4245817466    423448433.82303    0.0015291260678351193
2516      1.258          990895.8652965283    424588545.4679692    0.001533243155766651
2518      1.259          616319.5752146592    425392153.18822473    0.001536145085293848
2520      1.26          190131.85997081216    425795378.9058175    0.0015376011845653127
2522      1.261          -258244.77338753344    425761322.44910914    0.001537478202375343
2524      1.262          -696417.2175644941    425283991.4536331    0.0015357544995348855
2526      1.263          -1091476.727946001    424390044.4808779    0.0015325263434948192
2528      1.264          -1411988.5659392502    423138311.8339352    0.0015280061779504115
2530      1.265          -1630898.8422744074    421616868.1298284    0.001522512051528242
2532      1.266          -1727558.2666062624    419937639.575388    0.0015164481439745752
2534      1.267          -1690358.573276004    418228681.1554469    0.0015102768781012188
2536      1.268          -1519753.801845522    416623624.96788615    0.0015044808163834306
2538      1.269          -1228247.573934187    415249624.2799963    0.001499519125416464
2540      1.27          -838391.8104793536    414216304.58778954    0.001495787676787654
2542      1.271          -379089.46323016565    413607563.95093477    0.0014935894370445967
2544      1.272          116394.01814365646    413476216.2283915    0.0014931151237387748
2546      1.273          611582.1482879254    413840204.3116073    0.0014944295309297557
2548      1.274          1066625.5966041826    414679308.18405336    0.001497459641570134
2550      1.275          1444449.0083800878    415934845.4865455    0.0015019935462088805
2552      1.276          1716230.6329051163    417515185.3071881    0.0015077003539870203
2554      1.277          1862551.1616279595    419304576.20445466    0.0015141620717500403
2556      1.278          1873047.2504259534    421172375.4104816    0.0015209069318729874
2558      1.279          1751491.996574078    422984645.0339816    0.0015274512676217832
2560      1.28          1513055.1889911059    424616918.62676424    0.0015333456148461397
2562      1.281          1177853.4974181666    425962372.9699689    0.0015382042213373756
2564      1.282          770601.2351076396    426936600.33623177    0.0015417222800731259
2566      1.283          323543.7553932222    427483672.83148223    0.0015436978283256734
2568      1.284          -125043.20195395294    427582923.10820186    0.001544056233678603
2570      1.285          -537035.8515344285    427251883.5814577    0.0015428608079091457
2572      1.286          -878083.5805308811    426544323.865425    0.0015403057199222393
2574      1.287          -1119573.8030732793    425545495.1736229    0.0015366988226758684
2576      1.288          -1242181.8182582823    424364617.3629571    0.0015324345229430427
2578      1.289          -1238253.3874261633    423124399.7601149    0.001527955939685166
2580      1.29          -1108438.4508583576    421951053.84097266    0.001523718838569099
2582      1.291          -861546.7127072626    420966061.25918984    0.0015201619052730418
2584      1.292          -516037.837488656    420277268.9840919    0.0015176745888986095
2586      1.293          -100333.52944715603    419969083.300624    0.0015165616912594102
2588      1.294          350605.79989738256    420094219.43584913    0.001517013573734623
2590      1.295          798897.2956806658    420668970.9836381    0.0015190890745608227
2592      1.296          1207189.9775430283    421672014.62025    0.0015227111925081528
2594      1.297          1540949.5622961677    423046084.39016956    0.0015276731329391014
2596      1.298          1772552.8947959717    424702835.61871564    0.0015336558720145902
2598      1.299          1882528.4185502024    426530376.2753887    0.0015402553534034273
2600      1.3          1859585.8023756414    428401433.3858516    0.0015470119782330114
